{'股票名称': 'R007', '股票代码': '201001', '价格': '2.48', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R091', '股票代码': '201004', '价格': '4.45', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R182', '股票代码': '201005', '价格': '3.80', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R014', '股票代码': '201002', '价格': '3.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC003', '股票代码': '202003', '价格': '1.80', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R002', '股票代码': '201009', '价格': '1.67', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R004', '股票代码': '201010', '价格': '4.18', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC007', '股票代码': '202007', '价格': '2.20', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R003', '股票代码': '201000', '价格': '2.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R028', '股票代码': '201003', '价格': '2.30', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R007', '股票代码': '203016', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC001', '股票代码': '202001', '价格': '1.98', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R028', '股票代码': '203017', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R091', '股票代码': '203018', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0512R028', '股票代码': '203041', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0512R091', '股票代码': '203042', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0603R007', '股票代码': '203052', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0603R028', '股票代码': '203053', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'GC002', '股票代码': '204002', '价格': '2.71', '升跌': '+0.09', '涨跌幅': '+3.43%'}
{'股票名称': 'GC001', '股票代码': '204001', '价格': '2.79', '升跌': '+0.14', '涨跌幅': '+5.49%'}
{'股票名称': 'GC004', '股票代码': '204004', '价格': '2.74', '升跌': '+0.07', '涨跌幅': '+2.62%'}
{'股票名称': 'GC007', '股票代码': '204007', '价格': '2.91', '升跌': '+0.20', '涨跌幅': '+7.38%'}
{'股票名称': 'GC091', '股票代码': '204091', '价格': '3.20', '升跌': '+0.01', '涨跌幅': '+0.47%'}
{'股票名称': 'GC014', '股票代码': '204014', '价格': '2.87', '升跌': '+0.08', '涨跌幅': '+3.05%'}
{'股票名称': 'GC182', '股票代码': '204182', '价格': '2.69', '升跌': '-0.32', '涨跌幅': '-10.63%'}
{'股票名称': '基金金泰', '股票代码': '500001', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金安信', '股票代码': '500003', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金泰和', '股票代码': '500002', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金汉盛', '股票代码': '500005', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金裕阳', '股票代码': '500006', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金兴华', '股票代码': '500008', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': 'GC028', '股票代码': '204028', '价格': '2.85', '升跌': '+0.07', '涨跌幅': '+2.70%'}
{'股票名称': '基金金元', '股票代码': '500010', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金安瑞', '股票代码': '500013', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金景阳', '股票代码': '500007', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金汉兴', '股票代码': '500015', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金裕元', '股票代码': '500016', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金金鑫', '股票代码': '500011', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金金鼎', '股票代码': '500021', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金科讯', '股票代码': '500029', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金兴业', '股票代码': '500028', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金通乾', '股票代码': '500038', '价格': '0.94', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.94', '成交额': '--', '成交量': '--', '净值': '0.9515', '折价率': '-1.42'}
{'股票名称': '赫美集团', '股票代码': '002356', '价格': '8.92', '升跌': '-0.79', '涨跌幅': '-8.14%', '今开': '9.65', '成交量': '12.11万手', '最高': '9.83', '涨停': '10.68', '内盘': '7.99万手', '成交额': '1.12亿', '委比': '18.25%', '流通市值': '42.84亿', '市盈率MRQ': '--', '每股收益': '-0.47', '总股本': '5.28亿', '昨收': '9.71', '换手率': '2.52%', '最低': '8.82', '跌停': '8.74', '外盘': '4.42万手', '振幅': '10.40%', '量比': '9.70', '总市值': '47.08亿', '市净率': '3.10', '每股净资产': '2.88', '流通股本': '4.80亿'}
{'股票名称': '漫步者', '股票代码': '002351', '价格': '5.40', '升跌': '-0.34', '涨跌幅': '-5.92%', '今开': '5.69', '成交量': '5.23万手', '最高': '5.74', '涨停': '6.31', '内盘': '3.50万手', '成交额': '2891.84万', '委比': '45.07%', '流通市值': '16.16亿', '市盈率MRQ': '44.68', '每股收益': '0.09', '总股本': '5.95亿', '昨收': '5.74', '换手率': '1.75%', '最低': '5.35', '跌停': '5.17', '外盘': '1.95万手', '振幅': '6.79%', '量比': '0.33', '总市值': '32.15亿', '市净率': '1.80', '每股净资产': '3.00', '流通股本': '2.99亿'}
{'股票名称': '神剑股份', '股票代码': '002361', '价格': '3.80', '升跌': '-0.16', '涨跌幅': '-4.04%', '今开': '3.93', '成交量': '4.41万手', '最高': '3.96', '涨停': '4.36', '内盘': '2.13万手', '成交额': '1698.63万', '委比': '28.41%', '流通市值': '22.07亿', '市盈率MRQ': '39.42', '每股收益': '0.07', '总股本': '8.38亿', '昨收': '3.96', '换手率': '0.76%', '最低': '3.78', '跌停': '3.56', '外盘': '2.28万手', '振幅': '4.55%', '量比': '0.43', '总市值': '31.83亿', '市净率': '1.74', '每股净资产': '2.18', '流通股本': '5.81亿'}
{'股票名称': '杰瑞股份', '股票代码': '002353', '价格': '17.11', '升跌': '-0.67', '涨跌幅': '-3.77%', '今开': '17.63', '成交量': '10.07万手', '最高': '17.73', '涨停': '19.56', '内盘': '6.78万手', '成交额': '1.74亿', '委比': '-63.47%', '流通市值': '115.15亿', '市盈率MRQ': '33.88', '每股收益': '0.38', '总股本': '9.58亿', '昨收': '17.78', '换手率': '1.50%', '最低': '16.97', '跌停': '16.00', '外盘': '3.79万手', '振幅': '4.27%', '量比': '1.04', '总市值': '163.89亿', '市净率': '2.00', '每股净资产': '8.56', '流通股本': '6.73亿'}
{'股票名称': '同德化工', '股票代码': '002360', '价格': '5.43', '升跌': '-0.20', '涨跌幅': '-3.55%', '今开': '5.62', '成交量': '4.98万手', '最高': '5.65', '涨停': '6.19', '内盘': '3.08万手', '成交额': '2723.50万', '委比': '-45.13%', '流通市值': '16.10亿', '市盈率MRQ': '13.76', '每股收益': '0.30', '总股本': '3.92亿', '昨收': '5.63', '换手率': '1.68%', '最低': '5.28', '跌停': '5.07', '外盘': '2.06万手', '振幅': '6.57%', '量比': '1.12', '总市值': '21.26亿', '市净率': '1.97', '每股净资产': '2.75', '流通股本': '2.97亿'}
{'股票名称': '北讯集团', '股票代码': '002359', '价格': '9.30', '升跌': '-0.34', '涨跌幅': '-3.53%', '今开': '9.69', '成交量': '45.62万手', '最高': '9.90', '涨停': '10.60', '内盘': '26.08万手', '成交额': '4.35亿', '委比': '-52.07%', '流通市值': '65.85亿', '市盈率MRQ': '14.15', '每股收益': '0.49', '总股本': '10.87亿', '昨收': '9.64', '换手率': '6.44%', '最低': '9.10', '跌停': '8.68', '外盘': '22.27万手', '振幅': '8.30%', '量比': '15.81', '总市值': '101.11亿', '市净率': '1.53', '每股净资产': '6.09', '流通股本': '7.08亿'}
{'股票名称': '隆基机械', '股票代码': '002363', '价格': '5.15', '升跌': '-0.33', '涨跌幅': '-6.02%', '今开': '5.55', '成交量': '5.79万手', '最高': '5.63', '涨停': '6.03', '内盘': '3.35万手', '成交额': '3093.45万', '委比': '1.08%', '流通市值': '19.85亿', '市盈率MRQ': '21.38', '每股收益': '0.18', '总股本': '4.16亿', '昨收': '5.48', '换手率': '1.50%', '最低': '5.14', '跌停': '4.93', '外盘': '2.60万手', '振幅': '8.94%', '量比': '0.89', '总市值': '21.43亿', '市净率': '0.93', '每股净资产': '5.53', '流通股本': '3.86亿'}
{'股票名称': '中恒电气', '股票代码': '002364', '价格': '11.86', '升跌': '-0.28', '涨跌幅': '-2.31%', '今开': '12.08', '成交量': '6.95万手', '最高': '12.15', '涨停': '13.35', '内盘': '4.12万手', '成交额': '8302.02万', '委比': '6.07%', '流通市值': '61.12亿', '市盈率MRQ': '56.30', '每股收益': '0.16', '总股本': '5.64亿', '昨收': '12.14', '换手率': '1.35%', '最低': '11.77', '跌停': '10.93', '外盘': '2.83万手', '振幅': '3.13%', '量比': '1.97', '总市值': '66.84亿', '市净率': '2.94', '每股净资产': '4.04', '流通股本': '5.15亿'}
{'股票名称': '卓翼科技', '股票代码': '002369', '价格': '8.37', '升跌': '+0.22', '涨跌幅': '+2.70%', '今开': '8.30', '成交量': '40.31万手', '最高': '8.50', '涨停': '8.97', '内盘': '21.66万手', '成交额': '3.35亿', '委比': '-38.58%', '流通市值': '35.12亿', '市盈率MRQ': '80.87', '每股收益': '0.08', '总股本': '5.80亿', '昨收': '8.15', '换手率': '9.61%', '最低': '8.06', '跌停': '7.33', '外盘': '22.50万手', '振幅': '5.40%', '量比': '5.16', '总市值': '48.54亿', '市净率': '2.28', '每股净资产': '3.67', '流通股本': '4.20亿'}
{'股票名称': '汉王科技', '股票代码': '002362', '价格': '14.51', '升跌': '-0.99', '涨跌幅': '-6.39%', '今开': '15.48', '成交量': '4.60万手', '最高': '15.48', '涨停': '17.05', '内盘': '3.30万手', '成交额': '6850.76万', '委比': '33.78%', '流通市值': '25.79亿', '市盈率MRQ': '88.03', '每股收益': '0.12', '总股本': '2.17亿', '昨收': '15.50', '换手率': '2.59%', '最低': '14.30', '跌停': '13.95', '外盘': '1.50万手', '振幅': '7.61%', '量比': '0.73', '总市值': '31.49亿', '市净率': '3.65', '每股净资产': '3.98', '流通股本': '1.78亿'}
{'股票名称': '北方华创', '股票代码': '002371', '价格': '40.64', '升跌': '-2.21', '涨跌幅': '-5.16%', '今开': '42.56', '成交量': '7.39万手', '最高': '43.17', '涨停': '47.14', '内盘': '4.38万手', '成交额': '3.06亿', '委比': '-2.54%', '流通市值': '146.03亿', '市盈率MRQ': '82.78', '每股收益': '0.37', '总股本': '4.58亿', '昨收': '42.85', '换手率': '2.06%', '最低': '40.51', '跌停': '38.57', '外盘': '3.12万手', '振幅': '6.21%', '量比': '1.57', '总市值': '186.13亿', '市净率': '5.37', '每股净资产': '7.56', '流通股本': '3.59亿'}
{'股票名称': '永安药业', '股票代码': '002365', '价格': '11.63', '升跌': '-0.68', '涨跌幅': '-5.52%', '今开': '12.35', '成交量': '6.84万手', '最高': '12.35', '涨停': '13.54', '内盘': '4.23万手', '成交额': '8138.09万', '委比': '21.51%', '流通市值': '27.67亿', '市盈率MRQ': '16.93', '每股收益': '0.52', '总股本': '2.95亿', '昨收': '12.31', '换手率': '2.87%', '最低': '11.60', '跌停': '11.08', '外盘': '2.75万手', '振幅': '6.09%', '量比': '1.27', '总市值': '34.27亿', '市净率': '2.21', '每股净资产': '5.25', '流通股本': '2.38亿'}
{'股票名称': '亚太药业', '股票代码': '002370', '价格': '15.85', '升跌': '-0.40', '涨跌幅': '-2.46%', '今开': '16.19', '成交量': '3.20万手', '最高': '16.35', '涨停': '17.88', '内盘': '1.82万手', '成交额': '5116.65万', '委比': '-39.07%', '流通市值': '64.55亿', '市盈率MRQ': '38.29', '每股收益': '0.31', '总股本': '5.36亿', '昨收': '16.25', '换手率': '0.79%', '最低': '15.85', '跌停': '14.63', '外盘': '1.38万手', '振幅': '3.08%', '量比': '1.73', '总市值': '85.03亿', '市净率': '3.44', '每股净资产': '4.61', '流通股本': '4.07亿'}
{'股票名称': '太极股份', '股票代码': '002368', '价格': '24.28', '升跌': '-1.03', '涨跌幅': '-4.07%', '今开': '25.40', '成交量': '4.86万手', '最高': '25.47', '涨停': '27.84', '内盘': '3.18万手', '成交额': '1.20亿', '委比': '-54.38%', '流通市值': '97.23亿', '市盈率MRQ': '108.76', '每股收益': '0.17', '总股本': '4.15亿', '昨收': '25.31', '换手率': '1.21%', '最低': '24.24', '跌停': '22.78', '外盘': '1.88万手', '振幅': '4.86%', '量比': '0.90', '总市值': '100.82亿', '市净率': '3.88', '每股净资产': '6.26', '流通股本': '4.00亿'}
{'股票名称': '台海核电', '股票代码': '002366', '价格': '10.09', '升跌': '-0.15', '涨跌幅': '-1.46%', '今开': '10.21', '成交量': '16.56万手', '最高': '10.48', '涨停': '11.26', '内盘': '9.08万手', '成交额': '1.68亿', '委比': '-44.04%', '流通市值': '49.35亿', '市盈率MRQ': '19.52', '每股收益': '0.39', '总股本': '8.67亿', '昨收': '10.24', '换手率': '3.39%', '最低': '9.76', '跌停': '9.22', '外盘': '8.60万手', '振幅': '7.03%', '量比': '4.26', '总市值': '87.49亿', '市净率': '2.92', '每股净资产': '3.45', '流通股本': '4.89亿'}
{'股票名称': '千方科技', '股票代码': '002373', '价格': '11.85', '升跌': '-0.36', '涨跌幅': '-2.95%', '今开': '12.23', '成交量': '5.85万手', '最高': '12.23', '涨停': '13.43', '内盘': '3.89万手', '成交额': '6964.52万', '委比': '-32.80%', '流通市值': '99.47亿', '市盈率MRQ': '26.59', '每股收益': '0.33', '总股本': '14.68亿', '昨收': '12.21', '换手率': '0.70%', '最低': '11.75', '跌停': '10.99', '外盘': '1.96万手', '振幅': '3.93%', '量比': '0.39', '总市值': '173.91亿', '市净率': '2.27', '每股净资产': '5.23', '流通股本': '8.39亿'}
{'股票名称': '丽鹏股份', '股票代码': '002374', '价格': '3.42', '升跌': '-0.19', '涨跌幅': '-5.26%', '今开': '3.57', '成交量': '33.04万手', '最高': '3.61', '涨停': '3.97', '内盘': '20.02万手', '成交额': '1.15亿', '委比': '63.97%', '流通市值': '25.14亿', '市盈率MRQ': '97.82', '每股收益': '0.03', '总股本': '8.77亿', '昨收': '3.61', '换手率': '4.49%', '最低': '3.38', '跌停': '3.25', '外盘': '14.76万手', '振幅': '6.37%', '量比': '0.64', '总市值': '30.01亿', '市净率': '0.94', '每股净资产': '3.66', '流通股本': '7.35亿'}
{'股票名称': '亚厦股份', '股票代码': '002375', '价格': '5.37', '升跌': '-0.33', '涨跌幅': '-5.79%', '今开': '5.68', '成交量': '13.83万手', '最高': '5.73', '涨停': '6.27', '内盘': '9.89万手', '成交额': '7593.12万', '委比': '29.60%', '流通市值': '67.22亿', '市盈率MRQ': '17.30', '每股收益': '0.23', '总股本': '13.40亿', '昨收': '5.70', '换手率': '1.11%', '最低': '5.35', '跌停': '5.13', '外盘': '4.70万手', '振幅': '6.67%', '量比': '1.23', '总市值': '71.96亿', '市净率': '0.93', '每股净资产': '5.79', '流通股本': '12.52亿'}
{'股票名称': '伟星新材', '股票代码': '002372', '价格': '14.40', '升跌': '-0.20', '涨跌幅': '-1.37%', '今开': '14.70', '成交量': '2.85万手', '最高': '14.70', '涨停': '16.06', '内盘': '1.59万手', '成交额': '4074.32万', '委比': '-81.76%', '流通市值': '168.71亿', '市盈率MRQ': '21.65', '每股收益': '0.50', '总股本': '13.11亿', '昨收': '14.60', '换手率': '0.24%', '最低': '14.02', '跌停': '13.14', '外盘': '1.27万手', '振幅': '4.66%', '量比': '0.56', '总市值': '188.77亿', '市净率': '5.69', '每股净资产': '2.53', '流通股本': '11.72亿'}
{'股票名称': '蓝帆医疗', '股票代码': '002382', '价格': '16.62', '升跌': '-0.52', '涨跌幅': '-3.03%', '今开': '17.30', '成交量': '2.19万手', '最高': '17.30', '涨停': '18.85', '内盘': '1.41万手', '成交额': '3675.70万', '委比': '-3.54%', '流通市值': '80.83亿', '市盈率MRQ': '46.11', '每股收益': '0.27', '总股本': '9.64亿', '昨收': '17.14', '换手率': '0.45%', '最低': '16.44', '跌停': '15.43', '外盘': '7995手', '振幅': '5.02%', '量比': '0.40', '总市值': '160.22亿', '市净率': '2.15', '每股净资产': '7.72', '流通股本': '4.86亿'}
{'股票名称': '双箭股份', '股票代码': '002381', '价格': '6.62', '升跌': '-0.19', '涨跌幅': '-2.79%', '今开': '6.84', '成交量': '2.03万手', '最高': '6.85', '涨停': '7.49', '内盘': '1.48万手', '成交额': '1358.02万', '委比': '53.11%', '流通市值': '15.38亿', '市盈率MRQ': '17.68', '每股收益': '0.28', '总股本': '4.29亿', '昨收': '6.81', '换手率': '0.87%', '最低': '6.62', '跌停': '6.13', '外盘': '6616手', '振幅': '3.38%', '量比': '0.25', '总市值': '28.37亿', '市净率': '1.65', '每股净资产': '4.01', '流通股本': '2.32亿'}
{'股票名称': '章源钨业', '股票代码': '002378', '价格': '5.06', '升跌': '-0.36', '涨跌幅': '-6.64%', '今开': '5.39', '成交量': '6.51万手', '最高': '5.40', '涨停': '5.96', '内盘': '4.50万手', '成交额': '3369.10万', '委比': '58.61%', '流通市值': '46.71亿', '市盈率MRQ': '126.27', '每股收益': '0.03', '总股本': '9.24亿', '昨收': '5.42', '换手率': '0.71%', '最低': '5.03', '跌停': '4.88', '外盘': '2.14万手', '振幅': '6.83%', '量比': '0.49', '总市值': '46.76亿', '市净率': '2.37', '每股净资产': '2.14', '流通股本': '9.23亿'}
{'股票名称': '新北洋', '股票代码': '002376', '价格': '16.80', '升跌': '-0.83', '涨跌幅': '-4.71%', '今开': '17.70', '成交量': '10.69万手', '最高': '17.70', '涨停': '19.39', '内盘': '6.64万手', '成交额': '1.82亿', '委比': '-3.58%', '流通市值': '96.63亿', '市盈率MRQ': '32.15', '每股收益': '0.39', '总股本': '6.66亿', '昨收': '17.63', '换手率': '1.86%', '最低': '16.80', '跌停': '15.87', '外盘': '4.06万手', '振幅': '5.10%', '量比': '1.50', '总市值': '111.84亿', '市净率': '3.63', '每股净资产': '4.63', '流通股本': '5.75亿'}
{'股票名称': '东山精密', '股票代码': '002384', '价格': '11.44', '升跌': '-0.54', '涨跌幅': '-4.51%', '今开': '11.96', '成交量': '21.88万手', '最高': '12.09', '涨停': '13.18', '内盘': '14.03万手', '成交额': '2.56亿', '委比': '-36.21%', '流通市值': '133.05亿', '市盈率MRQ': '20.35', '每股收益': '0.42', '总股本': '16.07亿', '昨收': '11.98', '换手率': '1.88%', '最低': '11.35', '跌停': '10.78', '外盘': '8.71万手', '振幅': '6.18%', '量比': '1.98', '总市值': '183.79亿', '市净率': '2.21', '每股净资产': '5.17', '流通股本': '11.63亿'}
{'股票名称': '大北农', '股票代码': '002385', '价格': '3.38', '升跌': '-0.12', '涨跌幅': '-3.43%', '今开': '3.48', '成交量': '11.20万手', '最高': '3.48', '涨停': '3.85', '内盘': '6.47万手', '成交额': '3831.67万', '委比': '5.77%', '流通市值': '89.06亿', '市盈率MRQ': '24.41', '每股收益': '0.10', '总股本': '42.43亿', '昨收': '3.50', '换手率': '0.43%', '最低': '3.37', '跌停': '3.15', '外盘': '4.73万手', '振幅': '3.14%', '量比': '0.67', '总市值': '143.41亿', '市净率': '1.43', '每股净资产': '2.37', '流通股本': '26.35亿'}
{'股票名称': '天原集团', '股票代码': '002386', '价格': '5.55', '升跌': '-0.28', '涨跌幅': '-4.80%', '今开': '5.83', '成交量': '7.65万手', '最高': '5.85', '涨停': '6.41', '内盘': '5.02万手', '成交额': '4316.98万', '委比': '18.17%', '流通市值': '37.28亿', '市盈率MRQ': '21.89', '每股收益': '0.19', '总股本': '7.81亿', '昨收': '5.83', '换手率': '1.14%', '最低': '5.50', '跌停': '5.25', '外盘': '2.84万手', '振幅': '6.00%', '量比': '0.26', '总市值': '43.34亿', '市净率': '0.87', '每股净资产': '6.36', '流通股本': '6.72亿'}
{'股票名称': '维信诺', '股票代码': '002387', '价格': '8.52', '升跌': '-0.48', '涨跌幅': '-5.33%', '今开': '9.08', '成交量': '3.47万手', '最高': '9.08', '涨停': '9.90', '内盘': '2.31万手', '成交额': '3020.01万', '委比': '66.88%', '流通市值': '39.96亿', '市盈率MRQ': '--', '每股收益': '-0.11', '总股本': '13.68亿', '昨收': '9.00', '换手率': '0.74%', '最低': '8.51', '跌停': '8.10', '外盘': '1.16万手', '振幅': '6.33%', '量比': '0.46', '总市值': '116.52亿', '市净率': '0.75', '每股净资产': '11.29', '流通股本': '4.69亿'}
{'股票名称': '合众思壮', '股票代码': '002383', '价格': '13.57', '升跌': '-0.47', '涨跌幅': '-3.35%', '今开': '13.92', '成交量': '5.71万手', '最高': '14.04', '涨停': '15.44', '内盘': '3.50万手', '成交额': '7808.75万', '委比': '42.97%', '流通市值': '65.97亿', '市盈率MRQ': '28.95', '每股收益': '0.35', '总股本': '7.45亿', '昨收': '14.04', '换手率': '1.17%', '最低': '13.51', '跌停': '12.64', '外盘': '2.29万手', '振幅': '3.77%', '量比': '2.24', '总市值': '101.12亿', '市净率': '2.55', '每股净资产': '5.32', '流通股本': '4.86亿'}
{'股票名称': '长青股份', '股票代码': '002391', '价格': '10.95', '升跌': '-0.59', '涨跌幅': '-5.11%', '今开': '11.50', '成交量': '2.18万手', '最高': '11.53', '涨停': '12.69', '内盘': '1.34万手', '成交额': '2425.56万', '委比': '-12.65%', '流通市值': '26.03亿', '市盈率MRQ': '11.63', '每股收益': '0.71', '总股本': '3.59亿', '昨收': '11.54', '换手率': '0.92%', '最低': '10.87', '跌停': '10.39', '外盘': '8574手', '振幅': '5.72%', '量比': '1.04', '总市值': '39.36亿', '市净率': '1.23', '每股净资产': '8.88', '流通股本': '2.38亿'}
{'股票名称': '信邦制药', '股票代码': '002390', '价格': '4.68', '升跌': '-0.29', '涨跌幅': '-5.84%', '今开': '4.93', '成交量': '9.31万手', '最高': '4.96', '涨停': '5.47', '内盘': '6.78万手', '成交额': '4456.43万', '委比': '25.91%', '流通市值': '53.14亿', '市盈率MRQ': '22.17', '每股收益': '0.16', '总股本': '16.67亿', '昨收': '4.97', '换手率': '0.82%', '最低': '4.66', '跌停': '4.47', '外盘': '2.65万手', '振幅': '6.04%', '量比': '1.66', '总市值': '78.03亿', '市净率': '1.19', '每股净资产': '3.92', '流通股本': '11.35亿'}
{'股票名称': '新亚制程', '股票代码': '002388', '价格': '5.93', '升跌': '-0.10', '涨跌幅': '-1.66%', '今开': '6.03', '成交量': '5.76万手', '最高': '6.25', '涨停': '6.63', '内盘': '2.66万手', '成交额': '3444.66万', '委比': '-19.97%', '流通市值': '23.70亿', '市盈率MRQ': '98.67', '每股收益': '0.05', '总股本': '5.04亿', '昨收': '6.03', '换手率': '1.44%', '最低': '5.69', '跌停': '5.43', '外盘': '3.20万手', '振幅': '9.29%', '量比': '0.94', '总市值': '29.87亿', '市净率': '2.63', '每股净资产': '2.26', '流通股本': '4.00亿'}
{'股票名称': '南洋科技', '股票代码': '002389', '价格': '11.88', '升跌': '-0.45', '涨跌幅': '-3.65%', '今开': '12.33', '成交量': '6.71万手', '最高': '12.45', '涨停': '13.56', '内盘': '4.58万手', '成交额': '8040.84万', '委比': '-55.13%', '流通市值': '80.38亿', '市盈率MRQ': '101.56', '每股收益': '0.09', '总股本': '9.46亿', '昨收': '12.33', '换手率': '0.99%', '最低': '11.60', '跌停': '11.10', '外盘': '2.31万手', '振幅': '6.89%', '量比': '0.49', '总市值': '112.39亿', '市净率': '1.86', '每股净资产': '6.39', '流通股本': '6.77亿'}
{'股票名称': '力生制药', '股票代码': '002393', '价格': '22.88', '升跌': '-1.22', '涨跌幅': '-5.06%', '今开': '24.09', '成交量': '2.32万手', '最高': '24.18', '涨停': '26.51', '内盘': '1.54万手', '成交额': '5418.39万', '委比': '-78.29%', '流通市值': '41.75亿', '市盈率MRQ': '29.83', '每股收益': '0.58', '总股本': '1.82亿', '昨收': '24.10', '换手率': '1.27%', '最低': '22.86', '跌停': '21.69', '外盘': '9620手', '振幅': '5.48%', '量比': '1.17', '总市值': '41.75亿', '市净率': '1.33', '每股净资产': '17.17', '流通股本': '1.82亿'}
{'股票名称': '双象股份', '股票代码': '002395', '价格': '10.80', '升跌': '-0.69', '涨跌幅': '-6.01%', '今开': '11.45', '成交量': '2.07万手', '最高': '11.45', '涨停': '12.64', '内盘': '1.37万手', '成交额': '2277.61万', '委比': '69.37%', '流通市值': '19.31亿', '市盈率MRQ': '86.76', '每股收益': '0.09', '总股本': '1.79亿', '昨收': '11.49', '换手率': '1.16%', '最低': '10.77', '跌停': '10.34', '外盘': '6978手', '振幅': '5.92%', '量比': '0.51', '总市值': '19.31亿', '市净率': '2.27', '每股净资产': '4.77', '流通股本': '1.79亿'}
{'股票名称': '北京利尔', '股票代码': '002392', '价格': '3.33', '升跌': '-0.24', '涨跌幅': '-6.72%', '今开': '3.56', '成交量': '12.73万手', '最高': '3.58', '涨停': '3.93', '内盘': '8.61万手', '成交额': '4364.92万', '委比': '-5.20%', '流通市值': '24.54亿', '市盈率MRQ': '12.45', '每股收益': '0.20', '总股本': '11.90亿', '昨收': '3.57', '换手率': '1.73%', '最低': '3.33', '跌停': '3.21', '外盘': '4.12万手', '振幅': '7.00%', '量比': '0.71', '总市值': '39.64亿', '市净率': '1.18', '每股净资产': '2.81', '流通股本': '7.37亿'}
{'股票名称': '联发股份', '股票代码': '002394', '价格': '9.96', '升跌': '-0.24', '涨跌幅': '-2.35%', '今开': '10.22', '成交量': '1.63万手', '最高': '10.23', '涨停': '11.22', '内盘': '9869手', '成交额': '1640.73万', '委比': '-10.27%', '流通市值': '32.24亿', '市盈率MRQ': '9.64', '每股收益': '0.78', '总股本': '3.24亿', '昨收': '10.20', '换手率': '0.50%', '最低': '9.94', '跌停': '9.18', '外盘': '6837手', '振幅': '2.84%', '量比': '0.38', '总市值': '32.24亿', '市净率': '1.05', '每股净资产': '9.45', '流通股本': '3.24亿'}
{'股票名称': '星网锐捷', '股票代码': '002396', '价格': '17.00', '升跌': '-0.72', '涨跌幅': '-4.06%', '今开': '17.66', '成交量': '7.16万手', '最高': '17.77', '涨停': '19.49', '内盘': '3.94万手', '成交额': '1.24亿', '委比': '7.53%', '流通市值': '91.65亿', '市盈率MRQ': '18.48', '每股收益': '0.69', '总股本': '5.83亿', '昨收': '17.72', '换手率': '1.33%', '最低': '16.97', '跌停': '15.95', '外盘': '3.31万手', '振幅': '4.51%', '量比': '1.24', '总市值': '99.16亿', '市净率': '2.83', '每股净资产': '6.00', '流通股本': '5.39亿'}
{'股票名称': '海普瑞', '股票代码': '002399', '价格': '18.84', '升跌': '-0.02', '涨跌幅': '-0.11%', '今开': '18.87', '成交量': '5.38万手', '最高': '19.18', '涨停': '20.75', '内盘': '2.89万手', '成交额': '1.02亿', '委比': '52.53%', '流通市值': '234.97亿', '市盈率MRQ': '39.09', '每股收益': '0.36', '总股本': '12.47亿', '昨收': '18.86', '换手率': '0.43%', '最低': '18.54', '跌停': '16.97', '外盘': '2.49万手', '振幅': '3.39%', '量比': '0.70', '总市值': '234.97亿', '市净率': '4.03', '每股净资产': '4.68', '流通股本': '12.47亿'}
